Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 10/13  03:00:00,126.959650914,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/13  04:00:00,152.831379566,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/13  05:00:00,150.452247126,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/13  06:00:00,203.472388582,25.4178222887,3.91043485968,0.0,13.9747600329,18.6919646116,5.83424491503,0.0,4.67,1.16424491503
 10/13  07:00:00,202.305085405,25.4178222887,2.66820582944,0.0,13.9747600329,18.6919646116,11.3224450937,6.6324450937,4.67,0.02
 10/13  08:00:00,265.381142492,25.4178222887,5.20973844439,0.0,34.9369000822,32.3179380704,9.33700007018,0.0,8.1725,1.16450007018
 10/13  09:00:00,302.689680944,25.4178222887,9.17096376007,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 10/13  10:00:00,303.742809342,25.4178222887,11.622743957,0.0,62.886420148,41.4019203762,11.6721704581,0.0,10.5075,1.16467045809
 10/13  11:00:00,324.730597327,25.4178222887,13.8440859641,0.0,62.886420148,41.4019203762,11.6723805368,0.0,10.5075,1.16488053677
 10/13  12:00:00,322.97432091,25.4178222887,19.3741863808,0.0,62.886420148,41.4019203762,11.6723815182,0.0,10.5075,1.16488151823
 10/13  13:00:00,333.618006119,25.4178222887,25.730719529,0.0,62.886420148,41.4019203762,11.6725300556,0.0,10.5075,1.16503005558
 10/13  14:00:00,329.273438383,25.4178222887,29.8988836519,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 10/13  15:00:00,328.388386691,25.4178222887,33.5175921513,0.0,62.886420148,41.4019203762,11.6723384889,0.0,10.5075,1.16483848887
 10/13  16:00:00,328.404558623,25.4178222887,33.8950556027,0.0,62.886420148,41.4019203762,11.6723003045,0.0,10.5075,1.16480030455
 10/13  17:00:00,322.858282016,25.4178222887,30.7631839344,0.0,62.886420148,41.4019203762,11.672278311,0.0,10.5075,1.16477831098
 10/13  18:00:00,313.94847986,25.4178222887,24.9319990344,0.0,41.9242800987,36.8599292233,9.36,0.0,9.34,0.02
 10/13  19:00:00,301.2052334,25.4178222887,20.2725388197,0.0,41.9242800987,36.8599292233,10.504684325,0.0,9.34,1.16468432501
 10/13  20:00:00,271.119624749,25.4178222887,16.3226002154,0.0,34.9369000822,32.3179380704,9.33710414349,0.0,8.1725,1.16460414349
 10/13  21:00:00,200.047895726,25.4178222887,17.2094924846,0.0,13.9747600329,18.6919646116,4.69,0.0,4.67,0.02
 10/13  22:00:00,132.015657446,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49934460389,0.0,2.335,1.16434460389
 10/13  23:00:00,160.163624681,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/13  24:00:00,140.281817856,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/14  01:00:00,125.498030365,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91554070004,0.0,1.75125,1.16429070004
 10/14  02:00:00,125.427885893,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 10/14  03:00:00,124.866362832,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 10/14  04:00:00,131.900964449,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 10/14  05:00:00,130.161192771,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91547820938,0.0,1.75125,1.16422820938
 10/14  06:00:00,171.46746296,25.4178222887,4.02002633642,0.0,6.98738001645,14.1499734587,3.5225,0.0,3.5025,0.02
 10/14  07:00:00,179.951481986,25.4178222887,2.90015544465,0.0,6.98738001645,14.1499734587,5.56875203501,0.901865740964,3.5025,1.16438629405
 10/14  08:00:00,239.845028806,25.4178222887,4.58315813432,0.0,20.9621400493,23.2339557645,5.8575,0.0,5.8375,0.02
 10/14  09:00:00,270.144519579,25.4178222887,8.06903506576,0.0,41.9242800987,36.8599292233,10.5045153781,0.0,9.34,1.16451537814
 10/14  10:00:00,299.964779815,25.4178222887,10.9414397716,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 10/14  11:00:00,326.369547514,25.4178222887,14.1371581667,0.0,62.886420148,41.4019203762,11.672475662,0.0,10.5075,1.16497566204
 10/14  12:00:00,325.935963365,25.4178222887,20.1332965967,0.0,62.886420148,41.4019203762,11.6724307449,0.0,10.5075,1.16493074493
 10/14  13:00:00,330.682416022,25.4178222887,22.02366965,0.0,62.886420148,41.4019203762,11.672373325,0.0,10.5075,1.16487332498
 10/14  14:00:00,322.892601608,25.4178222887,24.5070566222,0.0,62.886420148,41.4019203762,11.6723013732,0.0,10.5075,1.16480137324
 10/14  15:00:00,321.459831932,25.4178222887,28.2208762245,0.0,62.886420148,41.4019203762,11.6722794021,0.0,10.5075,1.16477940212
 10/14  16:00:00,321.222755709,25.4178222887,28.8942754989,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 10/14  17:00:00,315.581223638,25.4178222887,26.3835240307,0.0,62.886420148,41.4019203762,11.672226678,0.0,10.5075,1.16472667801
 10/14  18:00:00,288.643278351,25.4178222887,17.5913218235,0.0,34.9369000822,32.3179380704,9.33732192908,0.0,8.1725,1.16482192908
 10/14  19:00:00,253.548817373,25.4178222887,12.1532834274,0.0,20.9621400493,23.2339557645,7.7134172563,0.711343549125,5.8375,1.16457370717
 10/14  20:00:00,234.338285228,25.4178222887,10.3932391921,0.0,20.9621400493,23.2339557645,5.8575,0.0,5.8375,0.02
 10/14  21:00:00,179.512401539,25.4178222887,10.1347285757,0.0,6.98738001645,14.1499734587,4.66695139537,0.0,3.5025,1.16445139537
 10/14  22:00:00,125.217151233,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 10/14  23:00:00,154.410661716,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 10/14  24:00:00,132.219063726,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91554029941,0.0,1.75125,1.16429029941
 10/15  01:00:00,120.508656324,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 10/15  02:00:00,119.403800804,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 10/15  03:00:00,118.531542823,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91549349507,0.0,1.75125,1.16424349507
 10/15  04:00:00,125.168947839,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 10/15  05:00:00,123.697238491,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 10/15  06:00:00,163.583026389,25.4178222887,1.45318078645,0.0,6.98738001645,14.1499734587,4.66673083507,0.0,3.5025,1.16423083507
 10/15  07:00:00,171.718321126,25.4178222887,1.03006455441,0.0,6.98738001645,14.1499734587,27.3166427396,23.7941427396,3.5025,0.02
 10/15  08:00:00,204.954582144,25.4178222887,1.39566381713,0.0,6.98738001645,14.1499734587,13.4716069322,9.94910693217,3.5025,0.02
 10/15  09:00:00,190.43252752,25.4178222887,2.44481921622,0.0,6.98738001645,14.1499734587,4.66681683424,0.0,3.5025,1.16431683424
 10/15  10:00:00,227.454378891,25.4178222887,6.27053697037,0.0,27.9495200658,27.7759469175,7.025,0.0,7.005,0.02
 10/15  11:00:00,251.489069256,25.4178222887,7.61360672993,0.0,27.9495200658,27.7759469175,8.16961970533,0.0,7.005,1.16461970533
 10/15  12:00:00,272.894033854,25.4178222887,11.1152827188,0.0,41.9242800987,36.8599292233,9.36,0.0,9.34,0.02
 10/15  13:00:00,274.658398517,25.4178222887,12.9043672267,0.0,41.9242800987,36.8599292233,10.5046426572,0.0,9.34,1.16464265723
 10/15  14:00:00,272.90238022,25.4178222887,17.5143509638,0.0,41.9242800987,36.8599292233,10.5045788365,0.0,9.34,1.16457883648
 10/15  15:00:00,270.163178315,25.4178222887,19.319874288,0.0,41.9242800987,36.8599292233,9.36,0.0,9.34,0.02
 10/15  16:00:00,270.182516972,25.4178222887,20.3040650306,0.0,41.9242800987,36.8599292233,10.5047292028,0.0,9.34,1.16472920281
 10/15  17:00:00,236.143052688,25.4178222887,17.5182111348,0.0,27.9495200658,27.7759469175,8.1696533858,0.0,7.005,1.1646533858
 10/15  18:00:00,234.230544012,25.4178222887,11.9024862617,0.0,13.9747600329,18.6919646116,5.67283956231,0.982839562311,4.67,0.02
 10/15  19:00:00,227.028859236,25.4178222887,9.35260721342,0.0,13.9747600329,18.6919646116,6.15081230623,0.316309416751,4.67,1.16450288948
 10/15  20:00:00,210.387869781,25.4178222887,7.3652565194,0.0,13.9747600329,18.6919646116,4.69,0.0,4.67,0.02
 10/15  21:00:00,189.740649189,25.4178222887,8.18181709826,0.0,13.9747600329,18.6919646116,5.83439106648,0.0,4.67,1.16439106648
 10/15  22:00:00,123.82556504,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 10/15  23:00:00,152.678727159,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 10/15  24:00:00,130.718340902,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91548375042,0.0,1.75125,1.16423375042
 10/16  01:00:00,120.585399167,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/16  02:00:00,118.402908875,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/16  03:00:00,116.996977839,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/16  04:00:00,123.687487463,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49923929844,0.0,2.335,1.16423929844
 10/16  05:00:00,121.358825714,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/16  06:00:00,171.782030414,25.4178222887,1.29971497843,0.0,13.9747600329,18.6919646116,21.2432501837,16.5532501837,4.67,0.02
 10/16  07:00:00,178.481317389,25.4178222887,1.0243639117,0.0,13.9747600329,18.6919646116,47.4590197687,41.6246332511,4.67,1.16438651764
 10/16  08:00:00,254.619691058,25.4178222887,2.84569948953,0.0,34.9369000822,32.3179380704,25.3198946248,17.1273946248,8.1725,0.02
 10/16  09:00:00,294.902992327,25.4178222887,6.41390524146,0.0,62.886420148,41.4019203762,11.6720458005,0.0,10.5075,1.1645458005
 10/16  10:00:00,295.186666405,25.4178222887,9.29001967233,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 10/16  11:00:00,317.226984738,25.4178222887,11.5569326103,0.0,62.886420148,41.4019203762,11.6724250445,0.0,10.5075,1.16492504448
 10/16  12:00:00,309.85384063,25.4178222887,14.5787268514,0.0,62.886420148,41.4019203762,11.6724071441,0.0,10.5075,1.16490714414
 10/16  13:00:00,315.550334396,25.4178222887,19.3997525197,0.0,62.886420148,41.4019203762,11.6725702458,0.0,10.5075,1.16507024579
 10/16  14:00:00,310.303408285,25.4178222887,23.0413634735,0.0,62.886420148,41.4019203762,11.6723302724,0.0,10.5075,1.16483027236
 10/16  15:00:00,306.379299896,25.4178222887,25.8186970726,0.0,62.886420148,41.4019203762,11.6722486798,0.0,10.5075,1.16474867984
 10/16  16:00:00,306.128650269,25.4178222887,26.812006117,0.0,62.886420148,41.4019203762,11.6722230677,0.0,10.5075,1.16472306771
 10/16  17:00:00,302.529176534,25.4178222887,24.4973214733,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 10/16  18:00:00,292.070216813,25.4178222887,16.8194195709,0.0,41.9242800987,36.8599292233,10.5048050506,0.0,9.34,1.16480505056
 10/16  19:00:00,287.935021923,25.4178222887,13.0331357328,0.0,41.9242800987,36.8599292233,10.8148808764,0.310326508899,9.34,1.16455436752
 10/16  20:00:00,255.337000291,25.4178222887,9.77787523248,0.0,34.9369000822,32.3179380704,8.1925,0.0,8.1725,0.02
 10/16  21:00:00,184.717998992,25.4178222887,7.83067185197,0.0,13.9747600329,18.6919646116,5.8344411624,0.0,4.67,1.1644411624
 10/16  22:00:00,121.014097749,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/16  23:00:00,150.607424922,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/16  24:00:00,128.154562973,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49922608889,0.0,2.335,1.16422608889
 10/17  01:00:00,116.563584588,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/17  02:00:00,115.027022291,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/17  03:00:00,114.053314232,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49920560205,0.0,2.335,1.16420560205
 10/17  04:00:00,138.552543279,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/17  05:00:00,138.324018244,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/17  06:00:00,190.213196998,25.4178222887,1.27292756653,0.0,13.9747600329,18.6919646116,20.0035061414,15.3135061414,4.67,0.02
 10/17  07:00:00,189.042394021,25.4178222887,0.95712475048,0.0,13.9747600329,18.6919646116,48.1257742317,42.2913860481,4.67,1.16438818361
 10/17  08:00:00,255.375447768,25.4178222887,2.88109929399,0.0,34.9369000822,32.3179380704,23.0243644114,14.8318644114,8.1725,0.02
 10/17  09:00:00,296.372648886,25.4178222887,6.58454855415,0.0,62.886420148,41.4019203762,11.6721280882,0.0,10.5075,1.16462808824
 10/17  10:00:00,298.662423448,25.4178222887,9.56939109546,0.0,62.886420148,41.4019203762,11.6722492043,0.0,10.5075,1.16474920432
 10/17  11:00:00,320.924215891,25.4178222887,12.3536595276,0.0,62.886420148,41.4019203762,11.6723527509,0.0,10.5075,1.16485275087
 10/17  12:00:00,316.850326445,25.4178222887,17.1437277883,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 10/17  13:00:00,323.122390603,25.4178222887,21.896444523,0.0,62.886420148,41.4019203762,11.6725819895,0.0,10.5075,1.16508198948
 10/17  14:00:00,317.232569918,25.4178222887,26.3638709861,0.0,62.886420148,41.4019203762,11.6723738233,0.0,10.5075,1.16487382333
 10/17  15:00:00,313.680035303,25.4178222887,30.0321950187,0.0,62.886420148,41.4019203762,11.6723079602,0.0,10.5075,1.16480796024
 10/17  16:00:00,314.544540164,25.4178222887,32.2835377773,0.0,62.886420148,41.4019203762,11.6722819285,0.0,10.5075,1.16478192848
 10/17  17:00:00,311.722728416,25.4178222887,30.3215755168,0.0,62.886420148,41.4019203762,11.6722722222,0.0,10.5075,1.16477222221
 10/17  18:00:00,298.823099011,25.4178222887,20.3703095158,0.0,41.9242800987,36.8599292233,9.36,0.0,9.34,0.02
 10/17  19:00:00,286.559071447,25.4178222887,14.9570160473,0.0,41.9242800987,36.8599292233,10.5046504566,0.0,9.34,1.16465045663
 10/17  20:00:00,258.000031851,25.4178222887,12.5818737022,0.0,34.9369000822,32.3179380704,9.33707556209,0.0,8.1725,1.16457556209
 10/17  21:00:00,188.531741039,25.4178222887,11.1280636388,0.0,13.9747600329,18.6919646116,4.69,0.0,4.67,0.02
 10/17  22:00:00,127.477948655,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/17  23:00:00,156.463153478,0.0,0.0,0.0,3.49369000822,9.08398230582,3.4993077156,0.0,2.335,1.1643077156
 10/17  24:00:00,135.220298997,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/18  01:00:00,122.631107073,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/18  02:00:00,120.880170879,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49920790666,0.0,2.335,1.16420790666
 10/18  03:00:00,119.370026816,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/18  04:00:00,126.311661377,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/18  05:00:00,124.913102271,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/18  06:00:00,177.774999857,25.4178222887,2.05759031647,0.0,13.9747600329,18.6919646116,7.04697084313,1.21275125382,4.67,1.16421958931
 10/18  07:00:00,186.082986022,25.4178222887,1.40335779844,0.0,13.9747600329,18.6919646116,32.8600903702,28.1700903702,4.67,0.02
 10/18  08:00:00,261.741062016,25.4178222887,3.64213089856,0.0,34.9369000822,32.3179380704,15.8734041252,6.53641706892,8.1725,1.16448705633
 10/18  09:00:00,301.918686716,25.4178222887,8.178539115,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 10/18  10:00:00,305.34056142,25.4178222887,11.1278799102,0.0,62.886420148,41.4019203762,11.6721721277,0.0,10.5075,1.16467212773
 10/18  11:00:00,328.283713987,25.4178222887,14.8962354875,0.0,62.886420148,41.4019203762,11.6723985483,0.0,10.5075,1.16489854833
 10/18  12:00:00,327.792891872,25.4178222887,21.1040800767,0.0,62.886420148,41.4019203762,11.6724128351,0.0,10.5075,1.16491283507
 10/18  13:00:00,336.283444633,25.4178222887,26.1910368628,0.0,62.886420148,41.4019203762,11.6725766926,0.0,10.5075,1.16507669264
 10/18  14:00:00,331.465441794,25.4178222887,31.7477857472,0.0,62.886420148,41.4019203762,11.6722803775,0.0,10.5075,1.16478037748
 10/18  15:00:00,327.593856929,25.4178222887,35.3807545579,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 10/18  16:00:00,323.012284011,25.4178222887,34.7793233934,0.0,62.886420148,41.4019203762,11.6723675229,0.0,10.5075,1.16486752293
 10/18  17:00:00,316.175040201,25.4178222887,30.5001682599,0.0,62.886420148,41.4019203762,11.6723574145,0.0,10.5075,1.16485741448
 10/18  18:00:00,302.874499939,25.4178222887,20.0242052063,0.0,41.9242800987,36.8599292233,10.5047256091,0.0,9.34,1.16472560908
 10/18  19:00:00,292.605030612,25.4178222887,14.7793846314,0.0,41.9242800987,36.8599292233,9.36,0.0,9.34,0.02
 10/18  20:00:00,266.697616146,25.4178222887,12.557966491,0.0,34.9369000822,32.3179380704,9.33706129116,0.0,8.1725,1.16456129116
 10/18  21:00:00,198.892528886,25.4178222887,12.392314191,0.0,13.9747600329,18.6919646116,4.69,0.0,4.67,0.02
 10/18  22:00:00,129.979274171,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49938273521,0.0,2.335,1.16438273521
 10/18  23:00:00,158.398496663,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/18  24:00:00,138.492042959,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/19  01:00:00,126.812161125,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49921684024,0.0,2.335,1.16421684024
 10/19  02:00:00,125.117048394,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/19  03:00:00,123.254508447,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/19  04:00:00,129.249509824,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/19  05:00:00,127.598818757,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49923984812,0.0,2.335,1.16423984812
 10/19  06:00:00,178.709353965,25.4178222887,2.20392590929,0.0,13.9747600329,18.6919646116,4.76540302007,0.075403020066,4.67,0.02
 10/19  07:00:00,185.622112596,25.4178222887,1.4446175119,0.0,13.9747600329,18.6919646116,32.5310212619,27.8410212619,4.67,0.02
 10/19  08:00:00,263.348356455,25.4178222887,4.09969863751,0.0,34.9369000822,32.3179380704,13.0816712829,3.74464048812,8.1725,1.16453079478
 10/19  09:00:00,305.191892586,25.4178222887,9.23851029329,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 10/19  10:00:00,307.870914218,25.4178222887,12.0146610951,0.0,62.886420148,41.4019203762,11.6722837519,0.0,10.5075,1.16478375186
 10/19  11:00:00,330.563301382,25.4178222887,16.5141782258,0.0,62.886420148,41.4019203762,11.6724692824,0.0,10.5075,1.16496928242
 10/19  12:00:00,329.611688844,25.4178222887,22.4412874158,0.0,62.886420148,41.4019203762,11.6724725626,0.0,10.5075,1.16497256265
 10/19  13:00:00,337.902039348,25.4178222887,27.3452858609,0.0,62.886420148,41.4019203762,11.6724247784,0.0,10.5075,1.1649247784
 10/19  14:00:00,333.457529463,25.4178222887,32.2353562199,0.0,62.886420148,41.4019203762,11.6723776985,0.0,10.5075,1.16487769848
 10/19  15:00:00,334.30686851,25.4178222887,37.1223505007,0.0,62.886420148,41.4019203762,11.6722889579,0.0,10.5075,1.16478895793
 10/19  16:00:00,335.04807892,25.4178222887,37.6684963102,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 10/19  17:00:00,326.858673866,25.4178222887,32.3172360807,0.0,62.886420148,41.4019203762,11.6722880285,0.0,10.5075,1.16478802848
 10/19  18:00:00,315.651482989,25.4178222887,23.0615671998,0.0,41.9242800987,36.8599292233,10.5046855344,0.0,9.34,1.16468553442
 10/19  19:00:00,305.767432344,25.4178222887,17.429385793,0.0,41.9242800987,36.8599292233,10.5045841542,0.0,9.34,1.16458415421
 10/19  20:00:00,276.662453518,25.4178222887,14.7087881628,0.0,34.9369000822,32.3179380704,8.1925,0.0,8.1725,0.02
 10/19  21:00:00,200.602704583,25.4178222887,13.180552887,0.0,13.9747600329,18.6919646116,5.83444562456,0.0,4.67,1.16444562456
 10/19  22:00:00,129.895161995,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/19  23:00:00,158.3082749,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/19  24:00:00,138.163615956,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49924261251,0.0,2.335,1.16424261251
 10/20  01:00:00,126.893409189,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/20  02:00:00,125.59874428,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/20  03:00:00,124.20967183,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/20  04:00:00,149.685991708,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49922399605,0.0,2.335,1.16422399605
 10/20  05:00:00,148.489099728,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/20  06:00:00,201.181875884,25.4178222887,2.73523319644,0.0,13.9747600329,18.6919646116,4.69,0.0,4.67,0.02
 10/20  07:00:00,199.506826602,25.4178222887,1.65035369176,0.0,13.9747600329,18.6919646116,27.0117459762,21.1773368813,4.67,1.16440909489
 10/20  08:00:00,266.548998798,25.4178222887,4.85608435606,0.0,34.9369000822,32.3179380704,9.88474215018,1.69224215018,8.1725,0.02
 10/20  09:00:00,308.403549872,25.4178222887,10.2666040305,0.0,62.886420148,41.4019203762,11.6720105018,0.0,10.5075,1.16451050185
 10/20  10:00:00,310.233904006,25.4178222887,12.8526972217,0.0,62.886420148,41.4019203762,11.6721629855,0.0,10.5075,1.16466298547
 10/20  11:00:00,330.667321677,25.4178222887,16.6140217837,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 10/20  12:00:00,332.645374233,25.4178222887,24.3533755336,0.0,62.886420148,41.4019203762,11.6725576505,0.0,10.5075,1.1650576505
 10/20  13:00:00,342.505808522,25.4178222887,30.0955853579,0.0,62.886420148,41.4019203762,11.6725151219,0.0,10.5075,1.16501512186
 10/20  14:00:00,339.726155404,25.4178222887,34.9850550227,0.0,62.886420148,41.4019203762,11.6723124079,0.0,10.5075,1.1648124079
 10/20  15:00:00,337.80138789,25.4178222887,39.0026946125,0.0,62.886420148,41.4019203762,11.6722531408,0.0,10.5075,1.1647531408
 10/20  16:00:00,337.875806347,25.4178222887,39.5328445641,0.0,62.886420148,41.4019203762,11.6722342937,0.0,10.5075,1.16473429366
 10/20  17:00:00,331.711950613,25.4178222887,35.7154079842,0.0,62.886420148,41.4019203762,11.6722319146,0.0,10.5075,1.16473191461
 10/20  18:00:00,321.416787272,25.4178222887,26.644381423,0.0,41.9242800987,36.8599292233,9.36,0.0,9.34,0.02
 10/20  19:00:00,301.755247561,25.4178222887,19.7594593683,0.0,41.9242800987,36.8599292233,10.5046155624,0.0,9.34,1.16461556238
 10/20  20:00:00,273.614760764,25.4178222887,16.7340717904,0.0,34.9369000822,32.3179380704,9.33704669374,0.0,8.1725,1.16454669374
 10/20  21:00:00,199.773147631,25.4178222887,16.5836517376,0.0,13.9747600329,18.6919646116,4.69,0.0,4.67,0.02
 10/20  22:00:00,131.932335095,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/20  23:00:00,159.826086656,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49928042913,0.0,2.335,1.16428042913
 10/20  24:00:00,140.114491608,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 10/21  01:00:00,127.076649497,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 10/21  02:00:00,125.934172338,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91554963746,0.0,1.75125,1.16429963746
 10/21  03:00:00,125.837804694,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 10/21  04:00:00,134.574405145,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 10/21  05:00:00,134.194013472,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91550003401,0.0,1.75125,1.16425003401
 10/21  06:00:00,175.316076609,25.4178222887,4.57638129786,0.0,6.98738001645,14.1499734587,3.5225,0.0,3.5025,0.02
 10/21  07:00:00,186.524946471,25.4178222887,3.01018865452,0.0,6.98738001645,14.1499734587,4.15275853627,0.630258536266,3.5025,0.02
 10/21  08:00:00,241.020181835,25.4178222887,4.42805964429,0.0,20.9621400493,23.2339557645,7.00200201774,0.0,5.8375,1.16450201774
 10/21  09:00:00,268.769679389,25.4178222887,7.56563457326,0.0,41.9242800987,36.8599292233,9.36,0.0,9.34,0.02
 10/21  10:00:00,293.248904377,25.4178222887,9.95056176936,0.0,62.886420148,41.4019203762,11.6722141255,0.0,10.5075,1.16471412547
 10/21  11:00:00,316.393614708,25.4178222887,11.5578969963,0.0,62.886420148,41.4019203762,11.6723492251,0.0,10.5075,1.16484922509
 10/21  12:00:00,311.59896326,25.4178222887,16.3247515968,0.0,62.886420148,41.4019203762,11.6725383275,0.0,10.5075,1.1650383275
 10/21  13:00:00,320.023824125,25.4178222887,22.5130835704,0.0,62.886420148,41.4019203762,11.6725006118,0.0,10.5075,1.16500061178
 10/21  14:00:00,315.160764866,25.4178222887,26.6180322819,0.0,62.886420148,41.4019203762,11.6724142782,0.0,10.5075,1.16491427823
 10/21  15:00:00,311.00983566,25.4178222887,28.9771946024,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
