Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/01  01:00:00,108.383615213,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/01  02:00:00,102.4862338,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/01  03:00:00,97.7024274565,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/01  04:00:00,94.5085938726,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91553709206,0.0,1.75125,1.16428709206
 01/01  05:00:00,98.9287195167,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/01  06:00:00,97.2744383738,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/01  07:00:00,134.542271224,25.4178222887,0.0,0.0,6.98738001645,14.1499734587,248.504217624,243.83741718,3.5025,1.16430044389
 01/01  08:00:00,137.267437829,25.4178222887,0.0,0.0,6.98738001645,14.1499734587,251.920638405,248.398138405,3.5025,0.02
 01/01  09:00:00,168.0233049,25.4178222887,0.0,0.0,6.98738001645,14.1499734587,206.92390305,202.257059877,3.5025,1.16434317252
 01/01  10:00:00,152.593395911,25.4178222887,0.0,0.0,6.98738001645,14.1499734587,152.559352421,149.036852421,3.5025,0.02
 01/01  11:00:00,196.246896789,25.4178222887,0.241072950765,0.0,27.9495200658,27.7759469175,98.4394585691,90.2697846711,7.005,1.16467389797
 01/01  12:00:00,230.946815597,25.4178222887,0.753647701273,0.0,27.9495200658,27.7759469175,62.9508916616,55.9258916616,7.005,0.02
 01/01  13:00:00,248.57875313,25.4178222887,1.91073870874,0.0,41.9242800987,36.8599292233,45.1168785504,34.6120467364,9.34,1.16483181403
 01/01  14:00:00,249.468980759,25.4178222887,2.36924355051,0.0,41.9242800987,36.8599292233,42.457005514,31.952226108,9.34,1.16477940598
 01/01  15:00:00,244.633397758,25.4178222887,2.69244179148,0.0,41.9242800987,36.8599292233,34.9276798167,24.4230096893,9.34,1.16467012735
 01/01  16:00:00,240.945827828,25.4178222887,2.94478836681,0.0,41.9242800987,36.8599292233,30.4538067871,21.0938067871,9.34,0.02
 01/01  17:00:00,239.334631656,25.4178222887,2.86157735619,0.0,41.9242800987,36.8599292233,40.2592165844,29.7543872514,9.34,1.16482933296
 01/01  18:00:00,216.933645818,25.4178222887,1.21680788926,0.0,27.9495200658,27.7759469175,69.9720851857,61.8023665393,7.005,1.16471864636
 01/01  19:00:00,220.407113307,25.4178222887,0.469252248189,0.0,13.9747600329,18.6919646116,90.9730615231,86.2830615231,4.67,0.02
 01/01  20:00:00,205.271513952,25.4178222887,0.348151228019,0.0,13.9747600329,18.6919646116,99.4121874146,93.5776383008,4.67,1.16454911382
 01/01  21:00:00,193.792425349,25.4178222887,0.290485212726,0.0,13.9747600329,18.6919646116,101.768659782,95.9341999045,4.67,1.16445987792
 01/01  22:00:00,173.351021378,25.4178222887,0.260728136442,0.0,13.9747600329,18.6919646116,59.8373744906,55.1473744906,4.67,0.02
 01/01  23:00:00,115.267338078,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/01  24:00:00,146.759097101,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91554779997,0.0,1.75125,1.16429779997
 01/02  01:00:00,124.338876005,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/02  02:00:00,115.418770739,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/02  03:00:00,115.429346454,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49924590498,0.0,2.335,1.16424590498
 01/02  04:00:00,115.628912371,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/02  05:00:00,122.980062647,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/02  06:00:00,122.420978023,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/02  07:00:00,172.861080985,25.4178222887,0.00576799490479,0.0,13.9747600329,18.6919646116,94.4471307533,88.6129052556,4.67,1.16422549777
 01/02  08:00:00,181.247096192,25.4178222887,0.0,0.0,13.9747600329,18.6919646116,107.549518759,102.859518759,4.67,0.02
 01/02  09:00:00,253.584396025,25.4178222887,1.02573050828,0.0,34.9369000822,32.3179380704,89.9677397756,80.6307194654,8.1725,1.16452031012
 01/02  10:00:00,285.984347242,25.4178222887,2.46486951764,0.0,62.886420148,41.4019203762,57.8879306886,47.3604306886,10.5075,0.02
 01/02  11:00:00,286.488590515,25.4178222887,3.56601640044,0.0,62.886420148,41.4019203762,31.3148335607,19.6425034014,10.5075,1.16483015927
 01/02  12:00:00,307.563890156,25.4178222887,4.20309273247,0.0,62.886420148,41.4019203762,12.7832041359,1.11049426457,10.5075,1.16520987135
 01/02  13:00:00,297.657894893,25.4178222887,4.42758974014,0.0,62.886420148,41.4019203762,11.6726157986,0.0,10.5075,1.16511579863
 01/02  14:00:00,298.269700486,25.4178222887,4.90263818934,0.0,62.886420148,41.4019203762,12.8178029122,0.0,10.5075,2.31030291216
 01/02  15:00:00,293.18275436,25.4178222887,5.33827391903,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 01/02  16:00:00,287.904755794,25.4178222887,5.4327932133,0.0,62.886420148,41.4019203762,11.6725087579,0.0,10.5075,1.1650087579
 01/02  17:00:00,285.871664199,25.4178222887,5.22557140982,0.0,62.886420148,41.4019203762,11.6724236052,0.0,10.5075,1.1649236052
 01/02  18:00:00,291.0685864,25.4178222887,4.42536706419,0.0,62.886420148,41.4019203762,19.5704259606,7.89807373512,10.5075,1.16485222546
 01/02  19:00:00,285.556735687,25.4178222887,3.22229056068,0.0,41.9242800987,36.8599292233,41.1085970381,30.603718873,9.34,1.16487816517
 01/02  20:00:00,272.202958564,25.4178222887,2.72703463824,0.0,41.9242800987,36.8599292233,57.0502109664,46.5454836127,9.34,1.16472735367
 01/02  21:00:00,246.365217596,25.4178222887,1.91387915733,0.0,34.9369000822,32.3179380704,63.7914218541,55.5989218541,8.1725,0.02
 01/02  22:00:00,176.611664439,25.4178222887,0.603473959522,0.0,13.9747600329,18.6919646116,36.9859323728,31.1513383495,4.67,1.16459402327
 01/02  23:00:00,120.176450476,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/02  24:00:00,151.936718972,0.0,0.0,0.0,3.49369000822,9.08398230582,3.499300169,0.0,2.335,1.164300169
 01/03  01:00:00,127.730777526,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/03  02:00:00,118.48009416,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/03  03:00:00,117.64481415,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49924550991,0.0,2.335,1.16424550991
 01/03  04:00:00,117.007772902,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/03  05:00:00,141.590926967,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/03  06:00:00,141.247212401,0.0,0.0,0.0,3.49369000822,9.08398230582,3.4992320052,0.0,2.335,1.1642320052
 01/03  07:00:00,192.121479311,25.4178222887,0.00695275274997,0.0,13.9747600329,18.6919646116,84.7422363299,80.0522363299,4.67,0.02
 01/03  08:00:00,192.275367905,25.4178222887,0.0,0.0,13.9747600329,18.6919646116,101.691196331,97.0011963311,4.67,0.02
 01/03  09:00:00,253.99832958,25.4178222887,1.05148752866,0.0,34.9369000822,32.3179380704,84.5801580649,75.2431291029,8.1725,1.16452896195
 01/03  10:00:00,286.846459115,25.4178222887,2.77387437799,0.0,62.886420148,41.4019203762,53.4688590983,41.7967145193,10.5075,1.164644579
 01/03  11:00:00,287.934991494,25.4178222887,3.92835538245,0.0,62.886420148,41.4019203762,20.9247996294,10.3972996294,10.5075,0.02
 01/03  12:00:00,309.580921816,25.4178222887,4.90323372683,0.0,62.886420148,41.4019203762,11.6726057749,0.0,10.5075,1.16510577494
 01/03  13:00:00,301.411135619,25.4178222887,5.40659851746,0.0,62.886420148,41.4019203762,12.817880113,0.0,10.5075,2.31038011296
 01/03  14:00:00,304.808673403,25.4178222887,6.41423875849,0.0,62.886420148,41.4019203762,11.67272188,0.0,10.5075,1.16522187996
 01/03  15:00:00,300.319856332,25.4178222887,7.23904106536,0.0,62.886420148,41.4019203762,11.6725228946,0.0,10.5075,1.16502289465
 01/03  16:00:00,293.082612452,25.4178222887,7.05586276242,0.0,62.886420148,41.4019203762,11.6723456463,0.0,10.5075,1.16484564634
 01/03  17:00:00,289.682730196,25.4178222887,6.51545392864,0.0,62.886420148,41.4019203762,10.5275,0.0,10.5075,0.02
 01/03  18:00:00,297.148638823,25.4178222887,5.99099821369,0.0,62.886420148,41.4019203762,11.6724972652,0.0,10.5075,1.16499726523
 01/03  19:00:00,292.21075769,25.4178222887,4.68107404742,0.0,41.9242800987,36.8599292233,17.0607753886,6.55594517726,9.34,1.16483021137
 01/03  20:00:00,272.392917113,25.4178222887,4.16721930255,0.0,41.9242800987,36.8599292233,28.08577301,17.581065887,9.34,1.16470712301
 01/03  21:00:00,247.866295155,25.4178222887,3.3681925295,0.0,34.9369000822,32.3179380704,33.2479649258,23.9107039884,8.1725,1.16476093741
 01/03  22:00:00,177.570811283,25.4178222887,1.61261138198,0.0,13.9747600329,18.6919646116,4.69,0.0,4.67,0.02
 01/03  23:00:00,125.270337186,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49934756994,0.0,2.335,1.16434756994
 01/03  24:00:00,155.438008274,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/04  01:00:00,133.677218549,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/04  02:00:00,124.819197388,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49925543594,0.0,2.335,1.16425543594
 01/04  03:00:00,123.891636489,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/04  04:00:00,123.183425116,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/04  05:00:00,130.372033974,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/04  06:00:00,129.370893676,0.0,0.0,0.0,3.49369000822,9.08398230582,3.4992488009,0.0,2.335,1.1642488009
 01/04  07:00:00,179.524735624,25.4178222887,0.596451386773,0.0,13.9747600329,18.6919646116,48.6030723286,43.9130723286,4.67,0.02
 01/04  08:00:00,187.628416989,25.4178222887,0.594762039668,0.0,13.9747600329,18.6919646116,76.6688841073,71.9788841073,4.67,0.02
 01/04  09:00:00,258.274000475,25.4178222887,1.59481403685,0.0,34.9369000822,32.3179380704,70.3222150016,60.985102146,8.1725,1.16461285556
 01/04  10:00:00,289.476058485,25.4178222887,3.47129981053,0.0,62.886420148,41.4019203762,49.5504091555,37.8782760641,10.5075,1.1646330914
 01/04  11:00:00,287.13106526,25.4178222887,4.02642255086,0.0,62.886420148,41.4019203762,35.5122273522,23.8399551885,10.5075,1.16477216373
 01/04  12:00:00,306.450378883,25.4178222887,4.59350650582,0.0,62.886420148,41.4019203762,24.5845944567,12.912022458,10.5075,1.16507199879
 01/04  13:00:00,298.770410069,25.4178222887,5.0583308738,0.0,62.886420148,41.4019203762,13.7780580074,2.10528299175,10.5075,1.16527501567
 01/04  14:00:00,297.860128783,25.4178222887,5.1447414169,0.0,62.886420148,41.4019203762,15.0485970924,3.37598037737,10.5075,1.16511671504
 01/04  15:00:00,290.286713969,25.4178222887,5.16596455166,0.0,62.886420148,41.4019203762,17.1472551458,5.47479976167,10.5075,1.16495538411
 01/04  16:00:00,284.696633447,25.4178222887,5.11149715035,0.0,62.886420148,41.4019203762,18.1835595459,6.51105962485,10.5075,1.16499992107
 01/04  17:00:00,285.094644134,25.4178222887,5.22903421588,0.0,62.886420148,41.4019203762,17.1263706608,5.45394418383,10.5075,1.16492647696
 01/04  18:00:00,291.413630425,25.4178222887,5.05998777852,0.0,62.886420148,41.4019203762,23.3371276307,11.6647608853,10.5075,1.16486674533
 01/04  19:00:00,290.916411031,25.4178222887,3.94357291551,0.0,41.9242800987,36.8599292233,32.8559079983,23.4959079983,9.34,0.02
 01/04  20:00:00,280.294785763,25.4178222887,3.65987949483,0.0,41.9242800987,36.8599292233,40.0983738299,29.5936770361,9.34,1.16469679379
 01/04  21:00:00,255.678025417,25.4178222887,2.92821530473,0.0,34.9369000822,32.3179380704,43.1610157023,33.8237609395,8.1725,1.16475476281
 01/04  22:00:00,183.173751048,25.4178222887,1.15914380965,0.0,13.9747600329,18.6919646116,8.23425766432,3.54425766432,4.67,0.02
 01/04  23:00:00,126.423408728,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49941000251,0.0,2.335,1.16441000251
 01/04  24:00:00,155.450957895,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/05  01:00:00,132.858707216,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/05  02:00:00,123.753784192,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49927578034,0.0,2.335,1.16427578034
 01/05  03:00:00,123.391930244,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/05  04:00:00,123.107879727,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/05  05:00:00,131.172876416,0.0,0.0,0.0,3.49369000822,9.08398230582,3.4992107505,0.0,2.335,1.1642107505
 01/05  06:00:00,131.85426498,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/05  07:00:00,182.89532401,25.4178222887,0.70620098953,0.0,13.9747600329,18.6919646116,36.1120700318,31.4220700318,4.67,0.02
 01/05  08:00:00,193.113159678,25.4178222887,0.781528759212,0.0,13.9747600329,18.6919646116,63.9464860356,58.1120301366,4.67,1.16445589896
 01/05  09:00:00,265.553325952,25.4178222887,2.33233957659,0.0,34.9369000822,32.3179380704,49.9878727068,41.7953727068,8.1725,0.02
 01/05  10:00:00,298.806550121,25.4178222887,4.73214757032,0.0,62.886420148,41.4019203762,27.1205081077,15.4483762045,10.5075,1.16463190323
 01/05  11:00:00,297.816622142,25.4178222887,5.43875187173,0.0,62.886420148,41.4019203762,14.0649306108,2.39249824399,10.5075,1.16493236686
 01/05  12:00:00,316.361125821,25.4178222887,6.84852318842,0.0,62.886420148,41.4019203762,11.672733158,0.0,10.5075,1.16523315801
 01/05  13:00:00,311.84600192,25.4178222887,7.67875489141,0.0,62.886420148,41.4019203762,11.672675174,0.0,10.5075,1.16517517405
 01/05  14:00:00,317.110084942,25.4178222887,9.13259873618,0.0,62.886420148,41.4019203762,11.6727793765,0.0,10.5075,1.16527937653
 01/05  15:00:00,312.878148808,25.4178222887,11.4453008746,0.0,62.886420148,41.4019203762,11.6723974169,0.0,10.5075,1.16489741687
 01/05  16:00:00,308.089479126,25.4178222887,12.2380964455,0.0,62.886420148,41.4019203762,11.6724596725,0.0,10.5075,1.16495967249
 01/05  17:00:00,305.462271913,25.4178222887,11.7778459893,0.0,62.886420148,41.4019203762,11.6723836832,0.0,10.5075,1.16488368315
 01/05  18:00:00,307.63771704,25.4178222887,10.5282190093,0.0,62.886420148,41.4019203762,11.6725323976,0.0,10.5075,1.16503239763
 01/05  19:00:00,303.985710256,25.4178222887,8.25133217022,0.0,41.9242800987,36.8599292233,10.8129505693,0.308135042708,9.34,1.1648155266
 01/05  20:00:00,291.298586533,25.4178222887,6.92171367382,0.0,41.9242800987,36.8599292233,9.36,0.0,9.34,0.02
 01/05  21:00:00,263.228459994,25.4178222887,4.85379595949,0.0,34.9369000822,32.3179380704,10.3734017858,1.03614392856,8.1725,1.16475785719
 01/05  22:00:00,185.831246155,25.4178222887,2.55254667791,0.0,13.9747600329,18.6919646116,5.93549514867,0.100960069509,4.67,1.16453507916
 01/05  23:00:00,126.967529957,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/05  24:00:00,156.496857027,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/06  01:00:00,135.040780236,0.0,0.0,0.0,3.49369000822,9.08398230582,3.4992253637,0.0,2.335,1.1642253637
 01/06  02:00:00,127.032444636,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/06  03:00:00,127.03336295,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/06  04:00:00,126.399123263,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/06  05:00:00,153.190842475,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49924780528,0.0,2.335,1.16424780528
 01/06  06:00:00,153.070156831,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/06  07:00:00,204.344540857,25.4178222887,1.32588156482,0.0,13.9747600329,18.6919646116,22.2067567587,17.5167567587,4.67,0.02
 01/06  08:00:00,205.667613558,25.4178222887,1.15251213722,0.0,13.9747600329,18.6919646116,53.0329654826,47.1985475036,4.67,1.164417979
 01/06  09:00:00,265.750755567,25.4178222887,2.67706007624,0.0,34.9369000822,32.3179380704,38.4746704597,30.2821704597,8.1725,0.02
 01/06  10:00:00,297.508237884,25.4178222887,4.89647200487,0.0,62.886420148,41.4019203762,23.2709248982,11.5987850428,10.5075,1.16463985542
 01/06  11:00:00,297.152584375,25.4178222887,5.98046134075,0.0,62.886420148,41.4019203762,12.8655281271,1.19311736468,10.5075,1.16491076247
 01/06  12:00:00,315.652256049,25.4178222887,7.42244477195,0.0,62.886420148,41.4019203762,11.6726585495,0.0,10.5075,1.16515854948
 01/06  13:00:00,311.712694004,25.4178222887,8.37683392646,0.0,62.886420148,41.4019203762,11.6725847261,0.0,10.5075,1.1650847261
 01/06  14:00:00,315.049487698,25.4178222887,9.31704885944,0.0,62.886420148,41.4019203762,11.6726928254,0.0,10.5075,1.16519282539
 01/06  15:00:00,305.35274009,25.4178222887,9.08924368657,0.0,62.886420148,41.4019203762,11.6725702694,0.0,10.5075,1.16507026939
 01/06  16:00:00,300.312903436,25.4178222887,9.19110401817,0.0,62.886420148,41.4019203762,11.6724286915,0.0,10.5075,1.16492869152
 01/06  17:00:00,296.30884071,25.4178222887,7.88295071051,0.0,62.886420148,41.4019203762,11.6723499733,0.0,10.5075,1.16484997333
 01/06  18:00:00,297.206689921,25.4178222887,6.31846236067,0.0,62.886420148,41.4019203762,12.0635192549,0.391023111329,10.5075,1.16499614358
 01/06  19:00:00,295.431867612,25.4178222887,4.96023896181,0.0,41.9242800987,36.8599292233,18.5900240636,8.08522726165,9.34,1.16479680193
 01/06  20:00:00,274.962010792,25.4178222887,4.3089875188,0.0,41.9242800987,36.8599292233,28.638588495,19.278588495,9.34,0.02
 01/06  21:00:00,245.497567396,25.4178222887,2.73150661452,0.0,34.9369000822,32.3179380704,49.2881435233,39.9508733513,8.1725,1.16477017199
 01/06  22:00:00,174.121800421,25.4178222887,0.857695817137,0.0,13.9747600329,18.6919646116,21.8694987364,16.0349167335,4.67,1.1645820029
 01/06  23:00:00,123.037043703,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/06  24:00:00,153.641746059,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49926587184,0.0,2.335,1.16426587184
 01/07  01:00:00,126.964136343,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/07  02:00:00,117.080690247,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/07  03:00:00,115.92447197,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91553290479,0.0,1.75125,1.16428290479
 01/07  04:00:00,115.516559385,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/07  05:00:00,121.015451858,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/07  06:00:00,116.97898763,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91552837996,0.0,1.75125,1.16427837996
 01/07  07:00:00,148.550202647,25.4178222887,0.0,0.0,6.98738001645,14.1499734587,135.279420699,131.756920699,3.5025,0.02
 01/07  08:00:00,146.276353927,25.4178222887,0.0,0.0,6.98738001645,14.1499734587,169.916233122,166.393733122,3.5025,0.02
 01/07  09:00:00,199.019449463,25.4178222887,0.0320913677451,0.0,20.9621400493,23.2339557645,175.335371459,168.333258414,5.8375,1.16461304482
 01/07  10:00:00,218.768998479,25.4178222887,0.172436771869,0.0,41.9242800987,36.8599292233,157.818962637,147.314316507,9.34,1.16464613023
 01/07  11:00:00,244.784340422,25.4178222887,0.631857715488,0.0,62.886420148,41.4019203762,135.672022691,125.144522691,10.5075,0.02
 01/07  12:00:00,272.668180908,25.4178222887,0.689960829444,0.0,62.886420148,41.4019203762,130.344745261,118.672099746,10.5075,1.16514551523
 01/07  13:00:00,253.167152997,25.4178222887,0.676688363067,0.0,62.886420148,41.4019203762,134.025658269,121.207800944,10.5075,2.31035732498
 01/07  14:00:00,250.390193969,25.4178222887,0.723814016095,0.0,62.886420148,41.4019203762,131.440993283,119.768276732,10.5075,1.16521655053
 01/07  15:00:00,244.921213227,25.4178222887,0.765493649838,0.0,62.886420148,41.4019203762,128.854067189,117.181561028,10.5075,1.16500616108
 01/07  16:00:00,240.741127727,25.4178222887,0.734793198316,0.0,62.886420148,41.4019203762,134.670486576,122.998054565,10.5075,1.16493201044
 01/07  17:00:00,240.14234009,25.4178222887,0.712040943822,0.0,62.886420148,41.4019203762,138.651501899,128.124001899,10.5075,0.02
 01/07  18:00:00,245.647116358,25.4178222887,0.633601221272,0.0,62.886420148,41.4019203762,150.996609509,139.324072108,10.5075,1.16503740055
 01/07  19:00:00,234.431856856,25.4178222887,0.0204980714982,0.0,34.9369000822,32.3179380704,173.51756313,164.18014644,8.1725,1.16491668976
 01/07  20:00:00,189.963288344,25.4178222887,0.0,0.0,20.9621400493,23.2339557645,183.84344918,176.84112151,5.8375,1.16482767043
 01/07  21:00:00,178.367426104,25.4178222887,0.0,0.0,20.9621400493,23.2339557645,188.548033319,181.545930765,5.8375,1.16460255378
 01/07  22:00:00,134.277651918,25.4178222887,0.0,0.0,6.98738001645,14.1499734587,154.422061664,150.899561664,3.5025,0.02
 01/07  23:00:00,91.8097643755,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91571308323,0.0,1.75125,1.16446308323
 01/07  24:00:00,125.640232646,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/08  01:00:00,95.4374149096,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/08  02:00:00,88.1163204515,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91552578331,0.0,1.75125,1.16427578331
 01/08  03:00:00,86.8442468818,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/08  04:00:00,85.7551559084,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/08  05:00:00,91.5468941748,0.0,0.0,0.0,3.49369000822,6.81298672936,2.91531721014,0.0,1.75125,1.16406721014
 01/08  06:00:00,90.6454966475,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/08  07:00:00,128.731615399,25.4178222887,0.0,0.0,6.98738001645,14.1499734587,311.933776268,308.411276268,3.5025,0.02
 01/08  08:00:00,130.39421985,25.4178222887,0.0,0.0,6.98738001645,14.1499734587,295.212096213,290.545244835,3.5025,1.16435137841
 01/08  09:00:00,161.921617157,25.4178222887,0.0,0.0,6.98738001645,14.1499734587,257.580144724,254.057644724,3.5025,0.02
 01/08  10:00:00,137.190165558,25.4178222887,0.0,0.0,6.98738001645,14.1499734587,237.652221883,232.985289588,3.5025,1.16443229528
 01/08  11:00:00,172.650059239,25.4178222887,0.0164953362007,0.0,27.9495200658,27.7759469175,189.602045961,182.577045961,7.005,0.02
 01/08  12:00:00,204.198819022,25.4178222887,0.0343483894209,0.0,27.9495200658,27.7759469175,164.928333291,156.758647792,7.005,1.16468549957
 01/08  13:00:00,214.708420318,25.4178222887,0.113879907742,0.0,41.9242800987,36.8599292233,138.495070256,127.990216674,9.34,1.16485358242
 01/08  14:00:00,215.753022917,25.4178222887,0.430138847211,0.0,41.9242800987,36.8599292233,118.285458851,108.925458851,9.34,0.02
 01/08  15:00:00,212.870664885,25.4178222887,0.777084352929,0.0,41.9242800987,36.8599292233,103.144409567,92.639640504,9.34,1.16476906267
 01/08  16:00:00,209.009094726,25.4178222887,0.941432780917,0.0,41.9242800987,36.8599292233,95.4188544596,84.9141452593,9.34,1.16470920029
 01/08  17:00:00,208.549504458,25.4178222887,1.00750225258,0.0,41.9242800987,36.8599292233,98.0548164571,87.5499434814,9.34,1.16487297567
 01/08  18:00:00,183.979423036,25.4178222887,0.301216379563,0.0,27.9495200658,27.7759469175,127.888188818,120.863188818,7.005,0.02
 01/08  19:00:00,192.694685133,25.4178222887,0.0,0.0,13.9747600329,18.6919646116,158.230006974,152.395357346,4.67,1.16464962814
 01/08  20:00:00,171.998520815,25.4178222887,0.0,0.0,13.9747600329,18.6919646116,182.95946456,177.124787888,4.67,1.16467667187
 01/08  21:00:00,163.131978396,25.4178222887,0.0,0.0,13.9747600329,18.6919646116,191.995748492,187.305748492,4.67,0.02
 01/08  22:00:00,147.681884897,25.4178222887,0.0,0.0,13.9747600329,18.6919646116,152.748967117,146.914564029,4.67,1.16440308858
 01/08  23:00:00,90.4422539422,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/08  24:00:00,124.021162337,0.0,0.0,0.0,3.49369000822,6.81298672936,1.77125,0.0,1.75125,0.02
 01/09  01:00:00,96.150402517,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49923705675,0.0,2.335,1.16423705675
 01/09  02:00:00,88.5694599465,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/09  03:00:00,87.9031611188,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/09  04:00:00,87.3241433062,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/09  05:00:00,93.110530555,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49926006438,0.0,2.335,1.16426006438
 01/09  06:00:00,92.3255021595,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 01/09  07:00:00,142.419134568,25.4178222887,0.0,0.0,13.9747600329,18.6919646116,297.459241147,292.769241147,4.67,0.02
 01/09  08:00:00,144.974389913,25.4178222887,0.0,0.0,13.9747600329,18.6919646116,275.392866735,269.558435371,4.67,1.16443136457
 01/09  09:00:00,218.121843685,25.4178222887,0.0,0.0,34.9369000822,32.3179380704,227.283644068,219.091144068,8.1725,0.02
 01/09  10:00:00,248.036587851,25.4178222887,0.0992228522354,0.0,62.886420148,41.4019203762,172.440729137,160.768464542,10.5075,1.16476459488
